SO2,NO,NOx,NO2,CO,O3,THC,CH4,NMHC,PM10,PM2.5,WS,WD,AT,RH 
1.9,2.5,24.1,21.6,0.83,27.3,2.4,2.2,0.2,64,43,0.8,4.5,19.4,59.8
2,4.5,32.7,28.1,0.93,17.8,2.4,2.2,0.3,62,47,0.4,2.3,18.8,62
2,2.2,29.4,27.3,0.87,14.8,2.4,2.1,0.2,54,47,0.4,10,18.2,64
2.2,14.6,48.9,34.3,1.07,5.6,2.5,2.2,0.3,54,46,0.4,166.1,17.9,66.3
1.9,24.5,57.3,32.8,1.49,2.4,2.7,2.3,0.4,64,54,0.4,164.7,17.3,69.6
1.9,10.2,36.7,26.5,1.1,3.1,2.7,2.3,0.4,64,54,0.2,68.4,16.8,72.2
4.8,9.8,35.9,26.1,0.91,2.2,2.6,2.3,0.3,74,59,0.1,269.4,16.2,74.2
2,5.7,30.6,24.8,0.86,2.5,2.7,2.3,0.4,74,57,0.1,89.9,16,75.7
1.2,4.9,24.1,19.2,0.76,4,2.7,2.4,0.3,50,41,0.3,149,15.6,76.6
3.4,11.7,32.6,20.9,0.83,2.5,2.9,2.5,0.4,55,46,0.1,107.6,15.2,77.9
1.7,3.3,19.9,16.6,0.75,3.3,2.8,2.4,0.4,55,44,0.2,92.3,15.2,77.2
1.3,21.2,39.8,18.6,0.88,1.6,2.9,2.4,0.4,61,49,0.5,192.3,14.5,79.3
2.8,26.6,44.1,17.4,0.94,2,2.7,2.3,0.3,66,55,0.1,270.7,14.6,80.1
3.8,60.1,81.8,21.7,1.6,2.4,3,2.5,0.6,66,55,0.3,41.7,15.5,77
2.4,36.6,66.6,30,1.63,6.3,2.8,2.3,0.5,65,52,0.4,51.4,17.8,67.9
2.6,19.6,58.8,39.2,1.51,20.8,3.1,2.3,0.8,81,62,0.4,87.2,20.7,57.6
4.4,13.3,57.1,43.9,1.35,38.5,2.9,2.3,0.6,80,65,0.6,295.6,23.2,49.1
-,10.6,57.1,46.5,1.33,51.1,-,-,-,80,65,0.8,283.7,25.1,40.9
3.7,-,-,-,0.87,46.4,3,2.2,0.8,76,47,1,281.1,26.3,39.7
1.4,7.8,30.6,22.8,-,-,2.4,2.1,0.2,68,30,1.1,302.9,26.1,40.2
1.5,4.4,25.7,21.2,0.95,-,2.5,2.1,0.4,46,34,1.2,286.5,25.5,42.6
4.6,6.1,35.5,29.5,1.1,46.4,4.1,2.2,1.9,59,31,0.8,282,25.6,44.2
2.1,5,35.3,30.3,1.3,35.1,2.6,2.1,0.6,73,39,0.8,329.3,23,57.5
1.5,2.2,32.3,30.1,1.2,30.7,2.5,2.1,0.4,73,44,0.4,4.8,20.9,65.9
2.4,9.5,46.1,36.7,1.28,20.5,2.8,2.2,0.6,81,44,0.3,24.4,20.6,68.2
3.8,39.6,91.8,52.2,1.86,2.5,3.4,2.3,1.1,114,-,0.7,192.6,19.8,71
2.5,34.9,76.7,41.8,1.68,2.7,3,2.2,0.8,108,-,0.8,190.6,19,73.8
2.4,32.1,72.3,40.1,1.52,2.3,3,2.2,0.8,108,56,0.3,205.9,18.6,75
2.7,15.3,48.5,33.3,1.34,2.4,2.9,2.2,0.6,85,53,0.2,130.9,18.1,76.7
1.8,17.6,47.1,29.4,1.25,1.7,3,2.3,0.7,77,53,0.3,191.6,17.7,77.5
1.4,14.3,40.1,25.7,1.15,1.6,3,2.4,0.7,77,56,0.2,240.7,17.2,78.9
1.7,9.3,35.9,26.6,1.02,1.5,2.8,2.3,0.5,78,59,0.1,289.7,16.9,80.4
1.7,5.6,28.3,22.7,0.79,3.1,2.9,2.3,0.6,65,59,0.1,119.7,16.7,79.9
1.3,6.9,25.6,18.7,0.84,2,3.1,2.5,0.6,66,50,0.1,127.7,16.5,79.5
1.8,24.4,43.8,19.3,0.78,1.5,3.5,2.7,0.8,66,55,0.4,199.1,15.9,81
2.2,21.2,42.4,21.1,1.28,1.4,3.1,2.6,0.6,83,55,0.1,68.5,15.6,82.2
2,39.6,60.9,21.4,2.11,2.1,3,2.4,0.6,64,47,0.3,177.8,15.7,80.4
3.6,81.7,102.5,20.8,2.37,2.5,3,2.4,0.6,64,69,0.3,198.7,15.8,80.9
2.9,49.5,75.8,26.3,1.82,4.4,3,2.3,0.7,192,67,0.4,122.6,17.5,74.1
2.1,27.5,52.2,24.8,1.1,12.7,2.5,2.2,0.3,68,67,0.8,172.3,19.4,65
2.6,17.9,44.4,26.5,1.02,26,2.7,2.1,0.5,77,61,0.8,193.5,21.4,60.4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3.6,5.4,27,21.6,0.9,61.4,2.4,2,0.4,90,74,0.7,220.3,23.8,53.9
3.7,3,23.7,20.7,0.91,76.2,2.3,2.1,0.2,92,65,0.7,275.8,25.3,46.9
3.8,3.5,30.6,27.1,0.91,72.4,2.8,2.1,0.7,92,79,1.1,289.7,25.1,48.6
5.4,3.1,37.4,34.3,1.11,59.7,2.6,2.2,0.4,109,97,0.8,357.6,23.5,58.2
3.3,3.6,42.4,38.8,1.29,55.7,2.6,2.2,0.5,139,97,0.5,305.7,22.5,60.4
3.6,1.5,35.1,33.6,1.24,51.3,2.7,2.2,0.5,118,85,0.6,13.9,21.3,61.5
4.4,4.9,45.2,40.3,1.27,37.3,2.8,2.2,0.6,118,83,0.3,353.1,21,61
5.4,25.9,84.8,58.9,1.75,8.7,3.1,2.1,0.9,161,83,0.7,193.3,19.7,71.1
5.9,7.1,60.2,53.1,1.25,6.8,3,2.1,0.9,141,105,0.2,268.9,19.2,73.6
7.8,15.1,67.2,52,1.41,5.3,3.1,2.1,1,141,105,0.2,220.4,19.2,73.3
4.7,11.2,56.8,45.6,1.35,2.3,2.8,2.2,0.6,116,105,0.2,206.9,18.6,76.6
4.4,11.8,50.7,39,1.34,3.2,2.8,2.2,0.6,116,78,0.4,176.4,17.9,78.4
3.8,5.2,40.4,35.1,1.09,2.8,2.7,2.3,0.4,114,86,0.1,41.5,18,79
2.8,5,36.4,31.4,1.02,3.4,3.1,2.4,0.6,130,111,0.2,198.5,18,78.8
2.5,4,33.1,29.1,1.08,3.1,3.2,2.5,0.7,130,111,0.3,207.4,17.9,79.1
3.9,4.1,29.4,25.3,1.02,4.4,3.1,2.4,0.6,126,111,0.3,57.6,18.2,77.8
3,3.3,29.2,25.8,0.77,3.5,3.1,2.5,0.5,127,109,0.2,298.1,18.2,78.2
4,16.6,45.3,28.7,1.55,2.3,3.1,2.5,0.6,155,130,0.5,189.4,17.3,82.5
4.8,38.4,66.1,27.7,2.43,2.7,3.1,2.5,0.6,155,125,0.5,175.3,17.2,83.8
5.8,55.4,84.3,29,2.42,2.8,3.3,2.5,0.7,164,125,0.4,248.7,17.7,80.9
10,60.8,98.7,37.9,2.05,3.8,3.3,2.5,0.8,184,153,0.4,176.7,18.7,77.6
7.4,38.8,89.3,50.6,-,6.6,3.6,2.4,1.2,192,153,0.3,143.3,19.8,73
6.7,22.6,68.5,45.9,0.99,21.6,3.4,2.3,1.1,182,148,0.6,206.6,20.6,68.3
4.2,5,38.7,33.7,0.59,47,3,2.2,0.9,182,121,0.5,315.6,21.7,61.5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.4,5.3,25,19.7,0.82,31,2.3,2.1,0.2,109,77,0.9,359.2,20.9,67.8
1.8,10.8,40,29.2,0.95,17.8,2.7,2.1,0.6,55,36,0.7,305,20.9,69.1
1.7,6.6,33.9,27.3,0.88,15.9,2.5,2.1,0.4,48,33,0.3,10.2,20.3,73.7
2.4,18.1,56.8,38.7,1.1,6.5,3.4,2.1,1.3,48,33,0.4,295.4,20,76.6
3.2,20.6,62,41.4,1.42,3.6,3.8,2.1,1.7,65,43,0.6,321.9,19.6,80
1.1,6.7,36.3,29.7,0.76,11.1,2.4,2,0.4,48,41,0.8,6.3,18.8,82.3
0.8,8.4,38.7,30.3,-,8.6,2.6,2.1,0.5,48,41,0.6,352.2,18.5,83.1
1.7,13.5,46.3,32.7,1.07,3.3,2.9,2.2,0.8,51,40,0.2,358.5,18.5,84.1
0.9,9.5,39.5,30,0.89,3.4,2.5,2.1,0.4,46,39,0.6,359.8,18.3,84
1.3,15,45.2,30.2,1.02,2,2.6,2.2,0.4,46,38,0.2,241.9,18.2,84.7
1.2,7.3,34.2,26.9,0.76,1.8,2.6,2.2,0.4,47,38,0.4,275.5,18.1,85.8
0.9,4.9,31.5,26.5,0.7,1.8,2.5,2.2,0.3,46,40,0.5,320.2,17.8,86
0.8,1.5,18.9,17.4,0.49,9,2.3,2.2,0.2,46,40,0.4,16.6,17.8,83.5
1.1,1.3,15.7,14.4,0.53,10.4,2.3,2.2,0.1,45,43,0.2,30.5,18,82
1.5,1.2,17.4,16.2,0.53,5.7,2.4,2.2,0.2,39,43,0.4,28.3,18,82.7
1.4,1.6,19.3,17.7,0.57,4.2,2.2,2.1,0.1,43,40,0.3,10.5,17.9,83
1.4,6,27.1,21.1,0.69,2.1,2.4,2.1,0.3,50,50,0.2,4.8,18.1,83
1.5,16.8,36.5,19.7,0.83,1.8,2.5,2.3,0.3,50,50,0.1,19.8,18.3,82.5
1.8,46.4,67.7,21.3,1.38,1.8,2.7,2.3,0.4,44,43,0.1,1.6,18.7,81.2
2.2,73,98.6,25.6,1.76,2.1,2.9,2.3,0.6,42,44,0.3,182.8,18.9,80.6
3.5,81.1,112.8,31.7,1.63,2.3,3.2,2.3,0.9,62,51,0.4,193.1,19.3,80.1
3.2,44.7,77.6,32.8,1.35,3.9,3,2.3,0.7,62,51,0.4,327.9,19.6,78.7
2.3,16.4,41.9,25.4,0.82,10.6,2.5,2.1,0.4,48,36,0.5,8.4,20.7,73.3
2,15.4,39.6,24.2,0.78,14.1,2.5,2.1,0.4,46,38,0.9,350.3,21.5,68.6
1.9,15.3,36.5,21.2,0.67,14,2.3,2,0.3,47,31,0.9,331.3,21.9,65.2
1.7,12.3,34.1,21.8,0.56,13.1,2.4,2.1,0.3,38,31,1,10.3,21.2,65.4
2,19.9,45.5,25.6,0.9,9.7,2.5,2.1,0.4,38,27,0.5,325.4,21.1,63.7
2.1,12.7,39.7,27,0.89,7.9,2.4,2.1,0.3,39,27,0.7,6.6,20,66.4
1.7,10.7,39.3,28.5,0.99,3.7,2.5,2.1,0.3,36,25,0.6,2.3,19.1,69
1.9,21.6,51.6,30,1.28,1.3,2.6,2.1,0.5,40,29,0.4,359.4,18.9,70
2,21.1,49.4,28.3,1.2,1.3,2.5,2.1,0.4,41,29,0.3,357.6,18.5,70.9
2,17,45.2,28.2,0.9,1.1,2.5,2.1,0.4,41,27,0.4,351.7,18.3,71.4
2.3,16.3,43.9,27.6,0.94,1.2,2.4,2.1,0.3,32,-,0.3,341.4,18.2,71.2
2.4,20.5,48.1,27.7,1.23,1.1,2.4,2.1,0.3,36,27,0.3,300.7,18.2,70.8
2.2,8.2,35.6,27.5,0.93,1.7,2.3,2.1,0.2,28,26,0.3,325.2,18.1,71
1.9,6.4,30.1,23.7,0.73,2.8,2.3,2.1,0.2,28,26,0.4,295.3,18,71.1
1.9,3.4,24.8,21.4,0.85,4.3,2.3,2.1,0.1,24,23,0.2,303.2,18.1,70.8
1.7,2.5,22.3,19.8,0.67,5.2,2.4,2.2,0.1,23,21,0.3,191.8,18,71.8
1.5,1.9,18.4,16.5,0.54,8.6,2.3,2.2,0.1,19,20,0.4,355.7,17.9,71.2
1.4,1.9,17.1,15.1,0.54,7.6,2.3,2.2,0.1,19,20,0.4,340.3,18,71.5
1.4,2.4,21.4,18.9,0.62,6.4,2.4,2.2,0.1,21,22,0.5,312.8,18,71.3
1.5,2.7,21,18.2,0.8,11,2.2,2.1,0.1,19,22,0.7,23.5,17.6,71.9
1.9,18.9,42,23.1,1.15,4.5,2.5,2.1,0.3,19,22,0.4,240.4,18,71.5
2.6,18.6,41.3,22.8,1.01,6,2.4,2.2,0.2,38,20,0.3,234.9,18.5,69.9
2.7,32.9,60,27.1,1.12,4.4,2.5,2.2,0.4,41,34,0.4,176.8,18.8,69.1
2.7,33.1,59.1,26,1.15,5.8,2.7,2.2,0.5,49,34,0.5,186.9,19.5,68.2
3.5,23.7,50.1,26.4,1.02,7.2,2.7,2.2,0.5,49,40,0.5,218.1,20.1,67.7
3.2,27.1,55.6,28.5,0.98,7,3.2,2.2,1,52,41,0.7,207.5,19.9,70.7
2,18,48.5,30.4,0.91,6,2.5,2.1,0.4,50,40,0.3,298.5,18.8,81.2
2.2,24.3,58.7,34.4,0.99,5.9,2.9,2.2,0.7,48,40,0.4,217.3,18.2,84.8
1.8,38.5,76.1,37.5,1.27,3.7,2.9,2.2,0.7,48,42,0.4,182.2,18.4,85
1.6,31.9,68.2,36.3,1.18,1.6,2.8,2.2,0.6,45,43,0.2,245.7,18.7,85
2,45.9,78.6,32.7,1.43,1.3,2.8,2.2,0.6,43,41,0.3,214.9,18.6,86.5
1.3,24.2,53.5,29.3,1.03,1.1,2.7,2.2,0.5,31,41,0.4,8.4,18.2,86.9
1.6,27.6,54.9,27.3,1.1,1.1,2.7,2.3,0.5,23,23,0.4,290.9,18.3,87.4
1.3,20.6,45.2,24.7,0.92,1.1,2.5,2.2,0.3,23,-,0.4,311.5,18,87.9
1.1,17.8,43.9,26.1,0.92,1.3,2.5,2.1,0.4,13,-,0.4,218.2,18,87.8
1.3,14.3,39.6,25.3,0.9,1.7,2.4,2.1,0.3,21,19,0.5,196.3,18,88
1,9.6,34,24.4,0.84,2.2,2.5,2.2,0.3,21,18,0.4,179.6,18,87.9
0.9,8.3,31.9,23.5,0.82,2.3,2.5,2.3,0.2,18,21,0.3,148.4,17.9,87.9
0.9,4,26.5,22.5,0.76,1.9,2.6,2.3,0.2,24,19,0.2,291.3,17.9,88.2
1,5.2,28.6,23.4,0.8,1.2,2.6,2.3,0.3,17,23,0.3,166.1,17.8,88.5
1.1,5.9,28.9,23.1,0.76,1.3,2.6,2.3,0.2,19,22,0.4,288.4,17.8,88.9
1.1,7,29.9,22.9,0.8,1.2,2.6,2.4,0.2,20,20,0.5,355.2,17.8,89.1
1.2,2.7,21.6,18.9,0.61,5.4,2.3,2.2,0.1,15,19,0.4,322.9,17.7,89
1.2,1.8,15.1,13.3,0.44,22.4,2.2,2.1,0.1,15,19,0.4,2.3,17.4,88
1.1,1.4,14,12.6,0.44,28.5,2.1,2,0.1,13,15,1,14.4,17.2,85.2
1,2.3,18.5,16.2,0.62,24.6,2.1,2,0.1,13,15,0.7,12.1,17.5,82.4
0.9,3.3,18.6,15.3,0.58,25.6,2,1.9,0.1,13,12,1.1,19.9,18.4,77.6
1,6,24.1,18.1,0.7,23.8,2.1,2,0.1,15,17,0.4,8.8,19.5,71.3
1,6.8,26.4,19.7,0.81,21.6,2.1,1.9,0.2,18,17,0.2,99.5,20,68.9
1.3,5.2,28.8,23.6,0.76,18.5,2.2,2,0.2,20,19,0.2,80.9,19.9,71.6
1.6,7.1,33,25.9,0.87,14,2.3,2.1,0.3,23,19,0.3,18.1,19.7,74.5
1.4,11.8,39,27.2,0.87,11,2.3,2,0.2,22,19,0.4,332.8,19,78.1
1.4,7,31.3,24.4,0.69,13.6,2.3,2.1,0.2,22,23,0.7,19.6,18.8,77.6
1.5,6,29.2,23.2,0.88,10.7,2.3,2.1,0.2,18,19,0.3,4.5,19,77
1.4,12.7,44.4,31.7,1.12,2.7,2.4,2.2,0.3,26,19,0.3,34,19,77.1
1.6,35,66.2,31.2,1.3,1.7,2.6,2.1,0.5,34,22,0.3,195.1,19.1,78.3
2,34.5,66.2,31.7,1.24,1.1,2.5,2.1,0.4,34,23,0.3,187.6,18.8,80.9
1.8,33.7,64,30.3,1.13,1.3,2.5,2.1,0.3,32,21,0.2,199.3,18.8,81.5
1.8,43.5,72.6,29.1,1.37,1.3,2.7,2.2,0.5,36,26,0.2,235.3,19,81.6
1.9,49.5,77.3,27.8,1.41,1.2,2.7,2.2,0.5,36,30,0.3,165,18.9,82.5
2.1,40.1,62.8,22.7,1.19,1.1,2.7,2.3,0.4,34,30,0.2,265.4,19,83.6
1.8,31,49.8,18.8,0.99,1.2,2.6,2.3,0.3,28,28,0.3,68.6,19,85
1.4,19.9,35.2,15.3,1.01,1.1,2.7,2.3,0.4,28,23,0.2,294.6,19.5,85.6
1,20.5,35.7,15.3,0.99,1.1,2.9,2.4,0.5,28,23,0.1,303.3,19.5,86
0.8,13.2,31.3,18.2,0.87,2.4,2.9,2.5,0.4,43,37,0.6,347,19.2,85.8
0.4,1.1,15.2,14.1,0.5,8.8,2.2,2.1,0.1,49,47,0.5,17.8,18.3,85.3
0.6,1.8,17.6,15.7,0.51,7.8,2.3,2.1,0.1,49,45,0.2,325,18.4,85.1
0.9,13.7,34.1,20.3,0.78,2.1,2.5,2.2,0.2,49,45,0.4,54.1,18.6,85.1
2.4,56.5,77.6,21.1,1.74,1.8,2.7,2.2,0.5,59,49,0.4,217.3,19.1,84.8
5.3,60.8,83.6,22.7,1.56,1.9,2.6,2.1,0.5,83,58,0.3,20,19.5,84
3.4,77.4,103.1,25.6,1.64,2.1,3.1,2.4,0.8,83,58,0.5,31.2,20.4,81.6
3.5,100,135,35,2.25,2,3.7,2.4,1.3,102,72,0.3,26.5,21.3,78.6
2.1,58.7,89.7,31,1.81,3.8,3.3,2.4,0.9,102,53,0.9,358,21.2,78.4
0.6,4.9,25.3,20.4,0.53,17.1,2.1,2,0.1,16,53,1.5,21.5,18.8,83.5
0.6,6.9,29.1,22.2,0.6,14,2.2,2,0.2,16,20,0.9,30.1,18.7,84.7
1.2,36.4,68.8,32.3,0.93,5.7,3,2,0.9,-,27,0.6,187.8,19.4,82.6
1.2,45.5,78.9,33.5,0.98,4,2.6,2,0.5,26,27,0.7,144.6,19.1,84.5
1.3,53.8,87,33.2,1.17,2.5,2.7,2.1,0.7,29,29,0.5,184.7,19.1,85.2
1.2,48.2,81,32.8,1.55,1.8,2.8,2.1,0.7,24,22,0.2,123.9,18.9,85.3
1.2,58.5,91.1,32.6,1.65,1.7,3,2,0.9,24,22,0.4,189,18.8,86.3
1.3,31,59.8,28.8,1.19,2.5,2.5,2,0.6,22,26,0.4,199.6,18.5,87
1,13.8,40.8,27,0.96,3,2.5,2,0.5,23,21,0.3,349.7,18.5,87.2
0.7,20,53.1,33.1,1.13,1.3,2.6,2.2,0.5,23,17,0.3,32.9,18.5,87.2
1,10.1,41.8,31.7,0.99,1.8,2.7,2.2,0.6,23,17,0.5,317.1,18.5,87.4
0.5,3.6,26.5,23,0.83,4.6,2.5,2.2,0.3,20,19,1.1,10.7,16.6,86.4
0.5,1.9,22.3,20.4,0.83,6,2.4,2.2,0.2,20,17,0.9,22.1,15.4,84.5
0.6,2.9,24.1,21.2,0.85,4.9,2.5,2.3,0.3,11,17,0.6,195.2,15.7,85.7
0.7,1.2,18.5,17.3,0.85,9.3,2.5,2.2,0.2,15,19,1,345.1,14.4,86.9
1.1,1.1,14.8,13.7,0.82,12.5,2.3,2.2,0.1,13,13,1.5,10.8,13,82.2
1.1,1,12.9,11.9,0.81,15.2,2.3,2.3,0.1,10,16,1.4,15.5,12.8,80.3
1,2,16.7,14.8,0.82,13.5,2.4,2.2,0.2,12,14,0.7,355.3,13.1,80.2
1.1,2.3,18.3,16.1,0.8,13.6,2.3,2.2,0.1,15,16,1.3,14.1,12,82.4
1,8.2,31.6,23.5,1.01,11.7,2.3,2.1,0.2,15,16,1.3,12.9,12.1,81.2
1.1,10.5,37.8,27.2,1.12,8.4,2.6,2.2,0.3,19,22,0.9,9.2,12.4,81.3
1.1,11.6,38.5,26.8,0.98,11,2.5,2.2,0.3,19,22,0.8,357.3,12.1,81.6
1.2,9,34.4,25.4,0.92,14.5,2.6,2.2,0.4,27,24,0.7,13.9,11.5,81.8
1.3,14.4,41.9,27.5,1.09,8.8,-,-,-,26,28,0.9,345.2,11.9,80.2
-,12.5,37.6,25.2,1.02,10.7,-,-,-,26,28,0.8,317.9,12.3,79.3
-,-,-,-,0.87,14.7,2.5,2.1,0.3,30,29,1,13.3,12.3,76.6
1.6,7,32.5,25.5,-,13.4,2.5,2.2,0.3,34,33,0.7,15,12.6,75.9
1.4,12.2,43,30.8,0.98,-,2.6,2.1,0.4,34,38,0.8,339,12.6,78.5
1.6,7.3,40.1,32.8,0.84,8.2,2.6,2.2,0.4,44,41,1.1,12.3,11.8,80.9
1.9,8,43.6,35.6,0.92,6.5,2.7,2.2,0.4,41,42,1.3,17.4,11.3,81.6
1.7,11.3,47.7,36.4,0.98,4.1,2.6,2.2,0.4,35,36,0.8,6.6,11.6,81.7
1.5,11.8,46.8,35.1,0.96,4.4,2.6,2.3,0.4,35,30,0.6,350.6,11.6,79.8
1.4,3.6,29.3,25.8,0.76,12.7,2.4,2.2,0.3,31,41,1,9.4,11.3,79
1.2,3.3,27.2,23.8,0.73,15.4,2.3,2.1,0.2,25,25,0.7,2.7,11.5,78.9
1.1,1.8,20.5,18.7,0.6,22.5,2.2,2.1,0.1,25,27,0.9,11.9,11.4,74.6
1,1.3,14.3,13,0.49,29.2,2.2,2.1,0.1,28,27,0.7,9.1,10.8,73.8
1,0.9,11.8,10.8,0.6,30.2,2.1,2.1,0.1,22,18,0.4,2.2,11.3,77
1,0.8,12.5,11.8,0.58,28.3,2.2,2.1,0.1,20,20,0.4,325.3,11.4,75.1
1.3,1,12.1,11.1,0.42,30.3,2.2,2.1,0.1,19,20,0.3,335.1,11.3,73.7
1.6,1.2,13.7,12.5,0.41,24.8,2.3,2.1,0.2,22,20,0.5,170.7,11,77.4
1.4,3.4,20.7,17.4,0.29,19.1,2.1,2.1,0.1,22,22,0.5,155.9,10.8,79.3
1.6,1.5,19,17.5,0.41,19.9,2.2,2.1,0.1,28,28,0.1,17.4,11,77.5
1.6,2.6,23.3,20.8,0.5,17.7,2.2,2.1,0.1,28,24,0.5,355.4,11.3,66.6
1.7,11.2,39.3,28.1,0.8,11.9,2.3,2.1,0.2,22,21,0.5,13.8,11.5,61.5
1.9,9.3,33.3,24,0.85,19.1,2.4,2.2,0.2,32,31,0.7,11.6,12.3,58.8
2.1,7.5,26.5,19,0.68,25.9,2.3,2.1,0.2,32,30,1.4,14.5,13.1,53.9
2.2,5.7,20.9,15.2,0.55,31.6,2.4,2.1,0.3,39,28,1.4,7.2,14.2,48.3
2,5.5,21,15.4,0.57,34.5,2.3,2.1,0.1,38,31,1.2,15,15.5,44.7
2.2,6.8,25.8,19,0.66,36.1,2.3,2.1,0.2,41,38,1.1,349.5,17.1,41.1
2.5,5.4,21.6,16.2,0.53,40.3,2.3,2.1,0.2,46,38,1.3,9.6,17.5,39.1
3,5.2,24.5,19.3,0.51,39.6,2.3,2.1,0.2,46,31,1.3,5.4,16.7,39.7
2.9,4.9,25.4,20.5,0.49,37.5,2.4,2.1,0.2,43,31,1.5,1,16.1,38.9
2.6,4.2,26.1,21.9,0.47,34.4,2.3,2,0.2,43,27,1.3,13.2,14.7,40.2
2.5,4.4,34.5,30.1,0.7,25.6,2.4,2.1,0.3,45,-,1.1,12.6,13.7,42.1
2.5,5.4,42.2,36.8,1.05,17.3,2.5,2.1,0.4,42,-,0.5,356.6,13.4,43.1
2.4,4.1,38.4,34.3,0.91,16.1,2.5,2.1,0.4,39,27,0.3,5.6,12.8,43.2
2.3,3.1,34.2,31.1,0.69,17.3,2.6,2.2,0.4,38,25,0.7,11.7,12.4,44.5
2.3,2.8,37.7,34.9,0.73,10.7,2.5,2.2,0.3,38,26,0.4,17.5,11.7,45.4
2.2,11.5,43.5,32,1.05,9.1,2.5,2.2,0.4,36,33,0.6,117.5,11.7,52
2.1,18,46.2,28.3,1.53,2,2.6,2.2,0.4,48,36,0.6,182.5,10.7,69.5
1.9,4.4,26,21.6,1.29,13.9,2.4,2.2,0.3,-,36,0.7,33.5,11.1,57.7
2,0.8,10.7,9.9,0.83,34.4,2.2,2.1,0.1,25,32,0.7,8.8,11.3,45.4
2,0.5,7.9,7.4,0.53,36.3,2.1,2.1,-,25,25,1.1,16.6,11.4,46.2
1.9,0.6,6.6,6,0.41,37.5,2.1,2.1,0.1,22,17,0.7,15.7,11.4,47.6
1.7,0.8,7.1,6.3,0.29,36.8,2.1,2,0.1,23,17,0.8,21.1,11.3,48.6
1.6,2.5,18.3,15.8,0.37,32.2,2.3,2.1,0.2,26,25,0.3,59.7,10.9,52.1
1.7,5.6,25.1,19.5,0.5,12.5,2.3,2.1,0.2,33,25,0.7,41.9,10.3,61
2.5,46.8,77.5,30.7,1.49,4.9,2.6,2.1,0.4,33,-,0.3,132.3,11.1,59.3
3.1,44.7,77.4,32.6,1.33,5.5,2.6,2.1,0.4,46,-,0.5,9,11.9,55.5
2.4,13.7,40.1,26.5,0.78,14.8,2.4,2.1,0.3,38,34,0.4,349.9,12.7,49.2
2.5,7.1,26.4,19.3,0.57,25.9,2.4,2.1,0.4,35,21,1.1,13.8,13.7,43.1
2,5.8,21.2,15.3,0.54,29.6,2.3,2.1,0.2,36,23,0.9,3.8,15.1,39.9
2.3,5.6,19.9,14.3,0.44,39,2.3,2.1,0.2,36,26,1,7.6,17,35.7
2.7,6,22.4,16.4,0.46,41.8,2.3,2.1,0.2,43,24,1.1,333.5,18.5,31.6
3,4.4,21.4,16.9,0.57,42.9,2.4,2.1,0.3,48,30,1.3,7.6,18.3,33.9
3,4.8,23.5,18.6,0.62,40.3,2.4,2.1,0.3,48,32,1.5,12.5,17.4,37.8
2.8,3.9,24.6,20.7,0.57,36.7,2.3,2.1,0.2,50,32,1.6,11.6,15.7,40.9
2.9,3.8,30.8,27.1,0.68,28.7,2.4,2.1,0.3,53,32,1.8,14.7,14.2,45.9
3,3.9,30,26.1,0.72,26.7,2.4,2.1,0.4,53,33,1.3,13.3,13.3,48.9
